101;0;0;0;29656.49807603435
73;0;0;0;29656.49807603435
52;0;0;0;29656.49807603435
87;0;0;0;29656.49807603435
60;0;0;0;29656.49807603435
80;0;0;0;29656.49807603435
94;0;0;6;29656.49807603435
108;0;3;6;29656.49807603435
66;3;3;21;29656.49807603435
61;0;0;0;32454.58992841647
82;0;0;0;32454.58992841647
110;0;0;0;32454.58992841647
96;0;0;0;32454.58992841647
74;0;0;0;32454.58992841647
56;0;0;0;32454.58992841647
79;0;0;0;31214.894705978662
86;0;0;0;31214.894705978662
93;0;0;0;31214.894705978662
113;0;0;0;31214.894705978662
55;0;0;0;31214.894705978662
65;0;0;0;31214.894705978662
99;0;0;0;31214.894705978662
68;0;0;6;32454.58992841647
85;0;0;0;31778.526386546073
71;0;0;0;31778.526386546073
132;0;0;0;28413.8037427128
134;0;0;0;28413.8037427128
59;0;0;0;28413.8037427128
137;0;0;0;28413.8037427128
135;0;0;0;28413.8037427128
72;0;20;0;31214.894705978662
106;4;20;2;31214.894705978662
147;0;0;0;31408.179506059743
143;0;0;0;31408.179506059743
141;0;0;0;31408.179506059743
100;0;2;6;31778.526386546073
53;4;2;3;31778.526386546073
64;0;4;6;31778.526386546073
78;0;2;5;31778.526386546073
114;0;5;4;31778.526386546073
107;0;1;10;31778.526386546073
138;0;3;0;28413.8037427128
92;1;2;8;31778.526386546073
103;0;21;6;32454.58992841647
89;1;21;6;32454.58992841647
128;0;0;0;31214.53414828446
123;0;0;0;31214.53414828446
125;0;0;0;31214.53414828446
148;0;1;3;31408.179506059743
142;0;3;2;31408.179506059743
145;1;8;1;31408.179506059743
51;5;4;0;31408.179506059743
144;0;9;1;31408.179506059743
146;0;9;2;31408.179506059743
136;0;5;8;28413.8037427128
139;4;8;8;28413.8037427128
133;4;8;8;28413.8037427128
63;0;0;0;28783.748092829625
105;0;0;0;28783.748092829625
50;0;0;0;28783.748092829625
70;1;4;1;28783.748092829625
77;1;6;1;28783.748092829625
91;2;4;2;28783.748092829625
98;0;6;5;28783.748092829625
84;4;2;5;28783.748092829625
112;1;4;7;28783.748092829625
124;0;3;7;31214.53414828446
129;0;3;8;31214.53414828446
126;3;5;0;31214.53414828446
58;1;5;5;31214.53414828446
130;0;8;4;31214.53414828446
127;0;2;12;31214.53414828446
95;0;0;0;30278.45657417151
88;0;0;0;30278.45657417151
69;0;0;0;31769.706914361985
115;0;0;0;30278.45657417151
54;0;0;0;30278.45657417151
57;0;0;0;31769.706914361985
104;0;0;0;31769.706914361985
81;2;0;1;30278.45657417151
109;0;4;8;30278.45657417151
102;0;4;8;30278.45657417151
75;8;0;3;30278.45657417151
67;7;0;4;30278.45657417151
83;1;7;0;31769.706914361985
62;2;5;0;31769.706914361985
90;2;6;1;31769.706914361985
97;0;5;7;31769.706914361985
76;1;3;8;31769.706914361985
111;0;4;8;31769.706914361985
51;0;0;0;33208.26519907901
41;0;0;0;33208.26519907901
64;0;0;0;33208.26519907901
67;0;0;0;33208.26519907901
55;0;0;0;33208.26519907901
58;0;0;0;33208.26519907901
61;0;0;0;33208.26519907901
49;0;0;0;29495.44557563759
59;0;0;0;29495.44557563759
62;0;0;0;29495.44557563759
70;0;0;0;29495.44557563759
65;0;0;0;29495.44557563759
52;0;0;0;29495.44557563759
48;4;5;0;33208.26519907901
71;7;5;11;33208.26519907901
118;0;0;0;31008.487296145944
117;0;0;0;31008.487296145944
121;0;2;4;31008.487296145944
100;0;0;0;31955.85272451511
97;0;0;0;31955.85272451511
45;0;0;0;31955.85272451511
85;0;0;0;31955.85272451511
88;0;0;0;31955.85272451511
60;0;0;0;33290.59605719627
72;0;0;0;33290.59605719627
42;0;0;0;33290.59605719627
113;0;0;0;32037.22684703685
110;0;0;0;32037.22684703685
107;0;0;0;32037.22684703685
112;0;0;0;32037.22684703685
81;0;0;0;32237.482592653225
46;0;0;0;32237.482592653225
98;0;0;0;32237.482592653225
84;0;0;0;31942.29075934524
96;0;0;0;31942.29075934524
93;0;0;0;31942.29075934524
102;0;0;0;31942.29075934524
76;1;9;0;31955.85272451511
94;4;7;0;31955.85272451511
80;4;8;0;31955.85272451511
91;2;10;0;31955.85272451511
53;4;2;3;33290.59605719627
57;2;2;3;33290.59605719627
50;6;0;3;33290.59605719627
63;1;2;2;33290.59605719627
66;0;5;7;33290.59605719627
69;0;3;9;33290.59605719627
132;0;0;0;31034.243656373532
131;0;0;0;31034.243656373532
135;0;0;0;31034.243656373532
137;0;0;0;31034.243656373532
40;4;8;0;29495.44557563759
56;7;2;0;29495.44557563759
68;6;10;0;29495.44557563759
134;0;0;0;32711.624852986977
147;0;0;0;32711.624852986977
144;0;0;0;32711.624852986977
130;0;0;0;32711.624852986977
148;0;0;0;32711.624852986977
82;1;0;1;31008.487296145944
111;2;7;0;32037.22684703685
114;2;7;0;32037.22684703685
109;5;6;0;32037.22684703685
44;3;5;0;32037.22684703685
115;0;11;0;32037.22684703685
95;0;4;4;32237.482592653225
89;0;4;3;32237.482592653225
92;3;5;2;32237.482592653225
77;5;2;1;32237.482592653225
86;3;4;2;32237.482592653225
101;0;3;6;32237.482592653225
103;0;5;1;31942.29075934524
43;2;4;0;31942.29075934524
87;7;3;0;31942.29075934524
90;2;8;1;31942.29075934524
99;0;10;1;31942.29075934524
119;0;4;5;31008.487296145944
124;0;3;9;31008.487296145944
123;2;4;6;31008.487296145944
120;1;3;9;31008.487296145944
122;0;2;11;31008.487296145944
146;4;7;0;32711.624852986977
143;1;11;0;32711.624852986977
142;4;7;0;32711.624852986977
145;1;11;0;32711.624852986977
139;0;6;3;31034.243656373532
136;0;2;5;31034.243656373532
140;7;1;10;31034.243656373532
138;0;4;13;31034.243656373532
133;0;5;8;31034.243656373532
100;0;0;0;30368.912906089085
44;0;0;0;30368.912906089085
107;0;0;0;30368.912906089085
89;0;0;0;30368.912906089085
93;0;0;0;30368.912906089085
85;0;0;0;30368.912906089085
103;0;0;9;30368.912906089085
97;0;19;9;30368.912906089085
105;1;19;9;30368.912906089085
122;0;0;0;30504.2094849082
45;0;0;0;30504.2094849082
82;0;0;0;32942.30459180556
98;0;0;0;32942.30459180556
79;0;0;0;32942.30459180556
86;0;0;0;32942.30459180556
47;0;0;0;32942.30459180556
76;0;0;0;32942.30459180556
94;0;0;0;32942.30459180556
59;0;0;0;30062.31641287922
61;0;0;0;30062.31641287922
56;0;0;0;33258.40292276614
43;0;0;0;33258.40292276614
54;0;0;0;33258.40292276614
125;0;4;1;30504.2094849082
91;0;0;0;32771.350966492304
78;0;0;0;32771.350966492304
87;0;0;0;32771.350966492304
129;0;3;6;30504.2094849082
118;1;1;4;30504.2094849082
119;1;5;5;30504.2094849082
127;0;5;4;30504.2094849082
128;0;6;4;30504.2094849082
126;2;2;6;30504.2094849082
55;1;2;0;30062.31641287922
67;0;6;1;30062.31641287922
65;0;6;2;30062.31641287922
63;1;5;4;30062.31641287922
57;1;5;2;30062.31641287922
42;2;4;4;30062.31641287922
69;0;6;5;30062.31641287922
73;1;13;0;32942.30459180556
90;5;13;11;32942.30459180556
81;1;2;2;32771.350966492304
102;0;3;4;32771.350966492304
99;1;6;5;32771.350966492304
84;4;4;3;32771.350966492304
49;1;6;4;32771.350966492304
95;0;3;9;32771.350966492304
146;0;0;0;29092.88429641358
141;0;0;0;29092.88429641358
148;0;0;0;29092.88429641358
144;0;0;0;29092.88429641358
135;0;0;0;29092.88429641358
96;0;0;0;33454.983004454225
72;0;0;0;33454.983004454225
124;0;0;0;31627.678590525713
131;0;0;0;31627.678590525713
132;0;0;0;31627.678590525713
