55;6;0;0;92028203;30000.0
88;6;0;0;80506414;30000.000000000007
39;10;0;0;45502490;29999.999999999996
32;10;0;0;45502490;29999.999999999996
84;12;0;0;64220480;30000.000000000004
83;9;0;0;64220480;30000.000000000004
43;10;0;0;45502490;29999.999999999996
81;9;0;0;64220480;30000.000000000004
57;8;0;0;39747835;29999.999999999993
52;9;0;0;39747835;29999.999999999993
56;12;0;0;39747835;29999.999999999993
42;12;0;0;35804676;30000.000000000004
38;10;0;0;35804676;30000.000000000004
31;8;0;0;35804676;30000.000000000004
41;12;0;0;20320907;29999.999999999993
33;10;0;0;20320907;29999.999999999993
37;8;0;0;20320907;29999.999999999993
75;12;0;0;4881448;29999.999999999996
79;8;0;0;4881448;29999.999999999996
80;10;0;0;4881448;29999.999999999996
54;11;0;0;92028203;30000.0
86;11;0;0;80506414;30000.000000000007
87;13;0;0;80506414;30000.000000000007
50;13;0;0;92028203;30000.0
68;7;0;0;11968586;29999.999999999996
64;12;0;0;11968586;29999.999999999996
36;8;0;0;43075236;30000.000000000004
70;11;0;0;11968586;29999.999999999996
30;9;0;0;43075236;30000.000000000004
40;13;0;0;43075236;30000.000000000004
34;9;0;0;66474381;29999.999999999996
51;12;0;0;66474381;29999.999999999996
52;9;0;0;66474381;29999.999999999996
49;10;0;0;39237843;29999.99999999999
72;11;0;0;49814330;30000.0
69;8;0;0;49814330;30000.0
57;12;0;0;39237843;29999.99999999999
81;10;0;0;92874827;29999.999999999996
74;10;0;0;49814330;30000.0
55;8;0;0;39237843;29999.99999999999
77;9;0;0;92874827;29999.999999999996
80;11;0;0;92874827;29999.999999999996
56;9;0;0;29280212;30000.000000000015
54;7;0;0;29280212;30000.000000000015
46;14;0;0;29280212;30000.000000000015
40;11;0;0;40772444;30000.0
44;9;0;0;40772444;30000.0
33;10;0;0;40772444;30000.0
31;11;0;0;22377895;30000.000000000007
37;9;0;0;22377895;30000.000000000007
36;9;0;0;22377895;30000.000000000007
30;8;0;0;8463122;30000.000000000004
45;11;0;0;8463122;30000.000000000004
41;9;0;0;8463122;30000.000000000004
86;8;0;0;65105773;30000.000000000004
87;9;0;0;65105773;30000.000000000004
88;13;0;0;65105773;30000.000000000004
83;6;0;0;70685079;29999.999999999996
82;12;0;0;70685079;29999.999999999996
78;12;0;0;70685079;29999.999999999996
91;7;0;0;89495799;29999.999999999993
86;12;0;0;89495799;29999.999999999993
89;11;0;0;89495799;29999.999999999993
56;9;0;0;86417238;30000.000000000015
67;12;0;0;86417238;30000.000000000015
70;9;0;0;86417238;30000.000000000015
69;10;0;0;62029681;29999.999999999996
26;10;0;0;20547940;30000.000000000004
67;9;0;0;62029681;29999.999999999996
73;10;0;0;36972288;29999.999999999996
21;11;0;0;20547940;30000.000000000004
15;9;0;0;20547940;30000.000000000004
62;11;0;0;62029681;29999.999999999996
64;10;0;0;36972288;29999.999999999996
71;10;0;0;36972288;29999.999999999996
60;8;0;0;31249516;30000.000000000004
83;9;0;0;56261947;30000.0
81;10;0;0;9506273;29999.999999999993
78;10;0;0;9506273;29999.999999999993
80;9;0;0;56261947;30000.0
54;9;0;0;31249516;30000.000000000004
84;12;0;0;56261947;30000.0
