217;3;1;2;46816615;30000.00000000001
220;1;4;1;46816615;30000.00000000001
223;1;2;2;46816615;30000.00000000001
222;4;0;2;46816615;30000.00000000001
215;1;2;2;46816615;30000.00000000001
218;2;3;1;46816615;30000.00000000001
219;2;2;1;46816615;30000.00000000001
221;0;2;2;46816615;30000.00000000001
216;1;4;2;46816615;30000.00000000001
78;4;1;0;24336456;30000.0
70;2;0;2;24336456;30000.0
86;1;2;0;24336456;30000.0
87;1;3;2;24336456;30000.0
91;2;2;2;24336456;30000.0
71;1;4;0;24336456;30000.0
93;3;2;2;24336456;30000.0
89;2;0;2;24336456;30000.0
42;1;4;2;24336456;30000.0
191;3;3;0;36696328;30000.0
182;2;1;0;36696328;30000.0
184;3;2;0;36696328;30000.0
195;1;1;0;36696328;30000.0
188;1;3;1;36696328;30000.0
187;3;1;0;36696328;30000.0
189;2;3;2;36696328;30000.0
197;0;4;2;36696328;30000.0
193;3;0;1;36696328;30000.0
190;1;3;2;96027209;30000.0
201;1;4;1;96027209;30000.0
180;4;1;0;96027209;30000.0
183;1;0;0;96027209;30000.0
196;2;2;0;96027209;30000.0
186;1;3;2;96027209;30000.0
194;1;2;3;96027209;30000.0
203;3;2;2;96027209;30000.0
199;2;3;2;96027209;30000.0
161;1;1;1;17594264;30000.000000000004
158;1;2;3;17594264;30000.000000000004
152;0;2;3;17594264;30000.000000000004
157;0;2;2;17594264;30000.000000000004
147;3;0;1;17594264;30000.000000000004
170;3;1;2;17594264;30000.000000000004
169;1;4;1;17594264;30000.000000000004
163;2;4;1;17594264;30000.000000000004
167;6;0;1;17594264;30000.000000000004
156;1;2;2;38125668;30000.000000000007
68;3;1;0;38125668;30000.000000000007
125;1;5;0;38125668;30000.000000000007
130;1;5;0;38125668;30000.000000000007
115;4;1;0;38125668;30000.000000000007
94;1;3;2;38125668;30000.000000000007
165;1;3;0;38125668;30000.000000000007
170;0;4;0;38125668;30000.000000000007
136;2;2;2;38125668;30000.000000000007
63;4;2;0;91793028;30000.0
69;1;2;2;91793028;30000.0
65;0;2;1;91793028;30000.0
67;1;2;1;91793028;30000.0
54;4;1;2;91793028;30000.0
60;1;5;1;91793028;30000.0
41;3;2;1;91793028;30000.0
59;2;1;2;91793028;30000.0
56;3;1;2;91793028;30000.0
205;1;0;3;84722000;30000.000000000007
208;1;1;2;84722000;30000.000000000007
211;4;0;2;84722000;30000.000000000007
12;2;2;0;11225639;30000.000000000004
9;2;0;0;11225639;30000.000000000004
15;3;3;0;11225639;30000.000000000004
101;2;3;1;68810028;30000.000000000004
118;4;0;1;68810028;30000.000000000004
104;1;4;1;68810028;30000.000000000004
123;4;0;0;68810028;30000.000000000004
111;1;2;0;68810028;30000.000000000004
127;2;3;1;68810028;30000.000000000004
131;1;2;0;68810028;30000.000000000004
107;4;0;1;68810028;30000.000000000004
137;2;2;1;68810028;30000.000000000004
10;3;1;0;11225639;30000.000000000004
8;2;2;0;11225639;30000.000000000004
7;1;2;0;11225639;30000.000000000004
11;3;3;0;11225639;30000.000000000004
14;2;4;0;11225639;30000.000000000004
13;1;5;0;11225639;30000.000000000004
71;2;1;0;71022619;30000.000000000004
82;2;2;1;71022619;30000.000000000004
75;1;4;1;71022619;30000.000000000004
212;3;1;2;84722000;30000.000000000007
213;1;2;2;84722000;30000.000000000007
209;1;1;3;84722000;30000.000000000007
210;2;1;4;84722000;30000.000000000007
207;2;4;1;84722000;30000.000000000007
206;1;4;2;84722000;30000.000000000007
139;1;1;0;84721490;30000.000000000004
145;6;0;0;84721490;30000.000000000004
128;4;1;0;84721490;30000.000000000004
148;2;1;0;84721490;30000.000000000004
134;1;1;0;84721490;30000.000000000004
146;0;4;0;84721490;30000.000000000004
136;4;0;0;84721490;30000.000000000004
144;1;5;0;84721490;30000.000000000004
142;4;1;0;84721490;30000.000000000004
100;3;0;0;27977238;29999.999999999996
151;1;2;1;27977238;29999.999999999996
142;2;3;0;27977238;29999.999999999996
159;1;1;4;27977238;29999.999999999996
72;3;3;0;27977238;29999.999999999996
168;2;3;2;27977238;29999.999999999996
119;3;3;0;27977238;29999.999999999996
172;2;2;3;27977238;29999.999999999996
147;1;1;2;27977238;29999.999999999996
72;1;2;1;71022619;30000.000000000004
73;1;4;1;71022619;30000.000000000004
70;4;1;0;71022619;30000.000000000004
78;2;4;1;71022619;30000.000000000004
76;1;4;1;71022619;30000.000000000004
86;2;2;0;71022619;30000.000000000004
213;1;1;2;52645572;30000.0
215;2;2;1;52645572;30000.0
196;2;0;2;52645572;30000.0
205;1;2;1;52645572;30000.0
211;4;0;2;52645572;30000.0
206;1;2;0;52645572;30000.0
212;2;3;2;52645572;30000.0
204;1;4;2;52645572;30000.0
201;3;0;3;52645572;30000.0
63;5;0;0;47284881;30000.0
56;2;4;0;47284881;30000.0
45;1;1;3;47284881;30000.0
222;4;0;0;29111175;30000.000000000007
223;0;2;1;29111175;30000.000000000007
218;1;0;1;29111175;30000.000000000007
216;4;1;1;29111175;30000.000000000007
215;1;3;0;29111175;30000.000000000007
220;3;1;1;29111175;30000.000000000007
219;2;3;2;29111175;30000.000000000007
221;2;1;2;29111175;30000.000000000007
217;3;3;1;29111175;30000.000000000007
43;2;3;1;48563132;30000.0
49;3;2;0;48563132;30000.0
42;0;4;1;48563132;30000.0
51;2;2;0;48563132;30000.0
41;2;2;2;48563132;30000.0
46;4;2;0;48563132;30000.0
44;2;2;1;48563132;30000.0
40;0;2;2;48563132;30000.0
33;2;1;2;48563132;30000.0
228;1;5;0;80658337;30000.0
