47;3337.189116358366;91702379;[MW]
50;2467.481888658551;91702379;[IR]
51;4702.398108264907;91702379;[MW]
22;1706.9320528043563;91702379;[IR]
40;1412.6158208413594;91702379;[MW]
52;2793.7120768692935;91702379;[AB]
48;1500.1648973804367;91702379;[AB]
43;2771.0287173584984;91702379;[AB]
45;2952.2140330801735;91702379;[IR]
156;1800.814486092586;71185142;[MW]
153;1135.5011692059707;71185142;[MW]
150;1651.0489152276648;71185142;[MW]
140;4110.8177894894425;71185142;[IR]
155;2465.146151237603;71185142;[IR]
151;2323.072201829433;71185142;[AB]
154;3679.6579232296917;71185142;[AB]
152;2460.6055476252486;71185142;[IR]
157;2935.261606835507;71185142;[AB]
42;1811.4424373268967;16032994;[IR]
37;2166.692885416265;16032994;[AB]
33;1747.70862435802;16032994;[MW]
25;2586.464443241127;16032994;[MW]
44;2776.2476392408093;16032994;[MW]
21;2289.8315238922546;16032994;[IR]
46;1703.135421897311;16032994;[AB]
29;3708.4154787691627;16032994;[AB]
31;3207.409069560921;16032994;[IR]
35;3751.9154712106115;95454014;[MW]
30;2815.974041969028;95454014;[MW]
26;1158.2938005711837;95454014;[MW]
20;1767.4909248111737;95454014;[IR]
34;1030.304931546796;95454014;[IR]
28;3051.495146572928;95454014;[IR]
36;2621.276166248858;95454014;[AB]
27;3453.920119965224;95454014;[AB]
32;3770.631677239376;95454014;[AB]
41;1733.893402918667;64684678;[MW]
116;2296.2517173638544;61710133;[IR]
113;1245.9065284265196;61710133;[IR]
43;3849.0281611241153;64684678;[IR]
42;2548.810422998761;64684678;[AB]
106;2276.8679884358357;61710133;[IR]
45;2184.6008079687235;64684678;[AB]
40;4195.181287715365;64684678;[IR]
44;1374.9460739220158;64684678;[MW]
36;1995.0209317462864;64684678;[AB]
34;3558.0638724264263;64684678;[MW]
19;1638.9834139262744;64684678;[IR]
114;2259.8926852237873;61710133;[MW]
110;1312.1670537474101;61710133;[MW]
118;3477.248585125863;61710133;[AB]
115;3182.9568069275892;61710133;[AB]
112;3626.9146076281286;61710133;[AB]
117;3270.066065456426;61710133;[MW]
58;2279.301459452771;55638952;[AB]
61;731.2044954210785;55638952;[AB]
59;1713.7028074220098;55638952;[IR]
60;1765.892605521243;55638952;[MW]
62;3209.87741198424;55638952;[IR]
63;2056.332575775745;55638952;[MW]
57;790.4894288262577;55638952;[MW]
64;1772.594266906535;55638952;[AB]
55;4334.482807828739;55638952;[IR]
50;1677.6699679261746;7256560;[MW]
52;2517.2406060929284;7256560;[IR]
17;2122.0096393717126;7256560;[IR]
54;3385.2261087454026;7256560;[AB]
49;2560.244510619763;7256560;[IR]
53;2378.453569016041;7256560;[MW]
51;3182.914774810221;7256560;[AB]
48;2408.0938749316792;7256560;[AB]
47;2908.619656906716;7256560;[MW]
96;2028.7799526135382;67846973;[AB]
97;654.1221380778805;67846973;[IR]
98;2538.8619094494434;67846973;[MW]
94;1188.7714064203192;67846973;[IR]
95;3040.81809542993;67846973;[MW]
93;1992.0832930775139;67846973;[AB]
99;2761.304465616275;67846973;[AB]
92;3190.6378026773305;67846973;[MW]
74;1359.9882191863055;67846973;[IR]
20;2260.1619532991217;80858771;[IR]
31;1358.0611290961588;80858771;[MW]
25;3671.551663908476;80858771;[MW]
30;3614.2292415260417;80858771;[IR]
32;3353.2816840799546;80858771;[AB]
29;1369.8674779774603;80858771;[AB]
28;1986.0065041167677;80858771;[MW]
26;3258.05197686126;80858771;[AB]
27;2470.613476785652;80858771;[IR]
156;3562.798951699152;87798096;[AB]
146;2720.8309645995764;87798096;[AB]
154;928.9521328651917;87798096;[IR]
