71;0.0;7758.475350630864
67;0.0;7758.475350630864
66;0.0;7758.475350630864
47;0.0;7758.475350630864
69;0.0;7758.475350630864
132;0.0;7301.815005647103
133;0.0;7301.815005647103
134;0.0;7301.815005647103
135;0.0;7301.815005647103
62;328.0;7758.475350630864
83;0.0;8342.231721107002
102;0.0;8342.231721107002
97;0.0;8342.231721107002
116;0.0;8342.231721107002
87;0.0;8342.231721107002
137;64.0;7301.815005647103
131;48.0;7301.815005647103
138;100.0;7301.815005647103
53;0.0;7302.176655841832
123;0.0;7302.176655841832
125;0.0;7302.176655841832
122;0.0;7302.176655841832
127;0.0;7302.176655841832
136;204.0;7301.815005647103
59;212.0;7301.815005647103
75;0.0;7829.360895295341
93;0.0;7829.360895295341
77;0.0;7829.360895295341
103;0.0;7829.360895295341
94;0.0;7628.758205667425
99;0.0;7628.758205667425
89;0.0;7628.758205667425
84;0.0;7628.758205667425
109;0.0;7628.758205667425
82;0.0;8024.257153555507
86;0.0;8024.257153555507
78;0.0;8024.257153555507
52;0.0;8024.257153555507
74;0.0;8024.257153555507
101;0.0;8024.257153555507
61;0.0;7894.252382579529
65;0.0;7894.252382579529
63;0.0;7894.252382579529
56;0.0;7894.252382579529
54;0.0;7894.252382579529
60;0.0;7894.252382579529
57;0.0;7894.252382579529
107;256.0;8342.231721107002
70;264.0;7758.475350630864
64;400.0;7758.475350630864
72;338.0;7758.475350630864
147;0.0;7764.769924210948
144;0.0;7764.769924210948
145;0.0;7764.769924210948
141;0.0;7764.769924210948
45;96.0;7894.252382579529
58;408.0;7894.252382579529
124;74.0;7302.176655841832
92;222.0;8342.231721107002
128;196.0;7302.176655841832
111;340.0;8342.231721107002
48;198.0;8342.231721107002
51;136.0;7829.360895295341
108;254.0;7829.360895295341
81;206.0;7829.360895295341
129;348.0;7302.176655841832
126;326.0;7302.176655841832
98;184.0;7829.360895295341
88;342.0;7829.360895295341
143;88.0;7764.769924210948
148;332.0;7764.769924210948
142;140.0;7764.769924210948
104;320.0;7628.758205667425
140;258.0;7764.769924210948
146;320.0;7764.769924210948
79;236.0;7628.758205667425
112;344.0;7628.758205667425
49;170.0;7628.758205667425
91;218.0;8024.257153555507
106;230.0;8024.257153555507
96;166.0;8024.257153555507
83;0.0;8158.044847589058
77;0.0;8158.044847589058
71;0.0;8158.044847589058
65;0.0;8158.044847589058
48;0.0;8158.044847589058
53;344.0;8158.044847589058
95;240.0;8158.044847589058
59;214.0;8158.044847589058
89;214.0;8158.044847589058
130;0.0;7385.337043729876
133;0.0;7385.337043729876
