187;329.5944164316254;1864.9435808892827
188;332.9464473463488;1864.9435808892827
924;308.5476010368415;2118.047918545894
630;401.7296143343421;1481.063389976254
35;187.11403116067135;2187.2629590551483
983;503.0446075284457;2163.928239626624
36;368.5942087910124;1868.8188889366197
1016;357.4509645187076;2137.4556872304174
1062;232.25641158024956;1909.2683542340767
1014;226.02334497693818;2137.4556872304174
631;295.4147200328532;1481.063389976254
287;357.145396030813;2475.0027408486194
1064;319.6918533714537;1909.2683542340767
843;444.02275677838503;2213.3607441458917
234;225.44654686193627;1552.719914136246
662;321.91969518822566;2204.9429517515964
30;333.8014065983552;1868.8188889366197
288;308.75648738882967;2475.0027408486194
455;372.7294549989498;1745.1922486385258
588;276.49219158007116;1581.9890078341432
76;533.6076508499207;2025.0552663233061
584;237.2273190003977;1581.9890078341432
75;381.18090953595237;2025.0552663233061
138;365.5812905725662;1954.8070496777013
263;468.92217855457716;2395.8552065704785
262;276.18778241579855;2395.8552065704785
135;228.89104568958658;1954.8070496777013
183;780.5934406924442;1864.9435808892827
739;375.81230089969716;1622.7811963499325
738;433.3542933002789;1622.7811963499325
1003;404.7619045474762;1988.833407295965
130;302.9823550089619;1418.3154814487443
522;343.2565882090301;1982.690978882319
1228;300.47595976418864;1816.6187461990044
374;402.0133560510301;1631.741767718893
1002;384.6402217813095;1988.833407295965
372;350.5007993118532;1631.741767718893
528;272.8844144643665;1982.690978882319
1019;297.12750326029845;1844.7301712123594
1222;144.19425345302255;1816.6187461990044
610;397.32349021565875;1893.563978594665
190;325.2688912292882;2178.0381317787956
1021;162.40465590461127;1844.7301712123594
561;428.5934875025275;1572.5130457177693
1124;455.7689305032244;2023.3421892651672
626;707.2946215821703;1481.063389976254
618;287.0214795560052;2224.713003109928
689;438.0464405930555;1828.567543013223
216;239.82306797413744;1668.4839846910659
252;264.3716716867556;1601.9084845234077
193;321.1370711829141;2178.0381317787956
229;163.71453466781594;2253.7797185143213
1178;216.8141546719529;1745.2731330467504
620;333.89592475420113;2224.713003109928
854;459.62734462006057;1971.8985435364807
993;423.0199082940538;1767.3192672965135
941;290.53041327607787;2449.4882150759936
994;235.9646627068953;1767.3192672965135
