8;5;5;0;91757998;30000.000000000007
7;5;6;0;91757998;30000.000000000007
5;3;7;0;91757998;30000.000000000007
6;4;8;0;91757998;30000.000000000007
7;3;6;0;7059510;30000.000000000004
8;6;2;0;7059510;30000.000000000004
5;5;5;0;7059510;30000.000000000004
6;5;7;0;7059510;30000.000000000004
8;4;6;0;13415495;30000.000000000004
5;4;6;0;13415495;30000.000000000004
7;5;6;0;13415495;30000.000000000004
6;5;6;0;13415495;30000.000000000004
6;3;6;0;48471882;30000.000000000007
5;4;6;0;48471882;30000.000000000007
8;4;7;0;48471882;30000.000000000007
7;5;7;0;48471882;30000.000000000007
8;5;4;0;81732166;30000.000000000015
7;7;1;0;81732166;30000.000000000015
5;4;6;0;81732166;30000.000000000015
6;7;3;0;81732166;30000.000000000015
8;1;10;0;36560860;29999.999999999996
7;1;7;0;36560860;29999.999999999996
5;5;7;0;36560860;29999.999999999996
6;7;4;0;36560860;29999.999999999996
49;5;3;0;73296914;30000.0
41;5;4;0;73296914;30000.0
54;3;9;0;73296914;30000.0
35;3;10;0;73296914;30000.0
98;5;6;0;72760213;30000.0
93;5;6;0;72760213;30000.0
96;3;9;0;72760213;30000.0
97;2;9;0;72760213;30000.0
75;3;6;0;26129015;29999.999999999993
82;3;6;0;26129015;29999.999999999993
31;7;3;0;66538382;29999.999999999993
53;5;3;0;66538382;29999.999999999993
44;5;5;0;66538382;29999.999999999993
46;5;5;0;66538382;29999.999999999993
81;4;7;0;26129015;29999.999999999993
79;6;7;0;26129015;29999.999999999993
34;2;7;0;40193104;29999.999999999993
51;4;6;0;40193104;29999.999999999993
45;2;7;0;56085497;29999.999999999996
33;4;7;0;56085497;29999.999999999996
52;6;6;0;56085497;29999.999999999996
48;5;6;0;56085497;29999.999999999996
47;5;5;0;40193104;29999.999999999993
42;3;7;0;40193104;29999.999999999993
87;4;5;0;18453081;30000.0
85;4;5;0;18453081;30000.0
32;5;6;0;98977467;30000.000000000007
43;3;6;0;98977467;30000.000000000007
88;6;6;0;18453081;30000.0
89;4;6;0;18453081;30000.0
50;5;8;0;98977467;30000.000000000007
55;3;8;0;98977467;30000.000000000007
68;8;4;0;45173465;30000.0
64;3;5;0;45173465;30000.0
69;5;3;0;45173465;30000.0
70;5;4;0;45173465;30000.0
94;5;7;0;56341207;30000.0
91;5;3;0;56341207;30000.0
86;7;3;0;56341207;30000.0
92;3;7;0;56341207;30000.0
