6;0;11;10694.268137258014
8;2;8;10694.268137258014
7;0;10;10694.268137258014
5;2;7;10694.268137258014
7;0;0;10897.348030291214
6;0;0;10897.348030291214
5;0;1;10897.348030291214
8;0;1;10897.348030291214
5;0;0;9212.715021729698
7;0;0;9212.715021729698
8;0;0;9212.715021729698
6;0;0;9212.715021729698
5;0;3;9866.006848517947
12;0;6;9866.006848517947
8;0;4;9866.006848517947
6;0;5;9866.006848517947
7;0;4;9866.006848517947
11;1;5;9866.006848517947
9;0;5;9866.006848517947
10;0;6;9866.006848517947
11;0;0;8499.541123599098
10;0;0;8499.541123599098
9;0;0;8499.541123599098
12;0;0;8499.541123599098
8;0;0;8499.541123599098
6;0;0;8499.541123599098
7;0;0;8499.541123599098
5;0;0;8499.541123599098
5;0;0;9484.196510808235
10;0;0;9484.196510808235
7;0;0;9484.196510808235
9;0;0;9484.196510808235
11;0;0;9484.196510808235
12;0;0;9484.196510808235
6;0;0;9484.196510808235
8;0;0;9484.196510808235
8;0;0;4000.0
5;0;0;4000.0
6;1;3;4000.0
7;1;3;4000.0
5;0;0;4000.0
8;0;3;4000.0
7;0;1;4000.0
6;0;4;4000.0
8;0;1;4000.0
6;0;1;4000.0
5;0;3;4000.0
7;0;3;4000.0
7;0;1;4000.0
6;0;1;4000.0
8;0;3;4000.0
5;0;3;4000.0
5;0;1;4000.0
8;0;1;4000.0
6;0;3;4000.0
7;0;3;4000.0
8;0;2;4000.0
5;0;1;4000.0
6;0;3;4000.0
7;0;2;4000.0
7;0;1;4000.0
5;0;1;4000.0
6;0;3;4000.0
8;0;3;4000.0
5;0;1;4000.0
8;0;2;4000.0
6;0;3;4000.0
7;0;2;4000.0
8;0;2;4000.0
5;0;1;4000.0
7;0;2;4000.0
6;0;3;4000.0
8;0;3;4000.0
5;0;1;4000.0
7;0;1;4000.0
6;0;3;4000.0
8;0;2;4000.0
5;0;1;4000.0
6;0;3;4000.0
7;0;2;4000.0
5;0;1;4000.0
8;0;2;4000.0
6;0;3;4000.0
7;0;2;4000.0
7;0;1;4000.0
5;0;1;4000.0
6;0;3;4000.0
8;0;3;4000.0
7;0;1;4000.0
6;0;3;4000.0
8;0;3;4000.0
5;0;1;4000.0
7;0;1;4000.0
5;0;1;4000.0
6;0;3;4000.0
8;0;3;4000.0
7;0;1;4000.0
5;0;1;4000.0
6;0;3;4000.0
8;0;3;4000.0
7;0;1;4000.0
6;0;3;4000.0
5;0;1;4000.0
8;0;3;4000.0
6;0;3;4000.0
5;0;1;4000.0
8;0;3;4000.0
7;0;1;4000.0
5;0;1;4000.0
6;0;3;4000.0
7;0;1;4000.0
8;0;3;4000.0
8;0;0;7480.775914360903
12;0;0;7480.775914360903
9;0;0;7480.775914360903
10;0;0;7480.775914360903
5;0;0;7480.775914360903
6;0;0;7480.775914360903
7;0;0;7480.775914360903
13;1;0;7480.775914360903
11;0;0;7480.775914360903
13;0;0;8063.144637843804
7;0;0;8063.144637843804
9;0;0;8063.144637843804
10;0;0;8063.144637843804
6;0;0;8063.144637843804
8;1;0;8063.144637843804
12;0;0;8063.144637843804
5;0;0;8063.144637843804
9;0;0;7696.103804543556
10;0;0;7696.103804543556
8;0;0;7696.103804543556
11;0;0;7696.103804543556
10;0;0;7852.090538615625
8;0;0;7852.090538615625
13;0;0;7852.090538615625
5;0;0;7852.090538615625
7;0;0;7852.090538615625
11;0;0;7852.090538615625
6;0;0;7852.090538615625
9;0;0;7852.090538615625
12;0;0;7852.090538615625
10;0;0;7637.774357925709
5;0;0;7637.774357925709
9;0;0;7637.774357925709
7;0;0;7637.774357925709
6;3;3;7637.774357925709
12;3;3;7637.774357925709
13;0;0;7637.774357925709
8;0;0;7637.774357925709
11;0;1;7637.774357925709
12;0;0;7767.312188024818
5;0;0;7767.312188024818
10;0;0;7767.312188024818
6;0;0;7767.312188024818
7;0;0;7767.312188024818
8;0;0;7767.312188024818
13;0;0;7767.312188024818
9;0;0;7767.312188024818
